cluster_id	change_node43	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0009388	-1	None	None	None	None	None	None
OG0009389	-1	None	None	IPR013149;IPR013154	Domain Alcohol dehydrogenase-like, C-terminal;Domain Alcohol dehydrogenase-like, N-terminal	PF00107;PF08240	Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain
OG0009390	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0009391	-1	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 	IPR020946	Family Flavin monooxygenase-like	PF00743	Flavin-binding monooxygenase-like
OG0009392	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0009393	-1	GO:0004650;GO:0005975	polygalacturonase activity ;carbohydrate metabolic process 	IPR000743	Family Glycoside hydrolase, family 28	PF00295	Glycosyl hydrolases family 28
OG0009394	-1	None	None	IPR006045	Domain Cupin 1	PF00190	Cupin
OG0009395	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009397	-1	None	None	None	None	None	None
OG0009398	-1	GO:0043531	ADP binding 	IPR010730;IPR002182	Domain Heterokaryon incompatibility;Domain NB-ARC	PF06985;PF13424;PF13374;PF00931	Heterokaryon incompatibility protein (HET);Tetratricopeptide repeat;Tetratricopeptide repeat;NB-ARC domain
OG0009400	-1	None	None	None	None	None	None
OG0009401	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0009402	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009404	-1	GO:0006508;GO:0008234	proteolysis ;cysteine-type peptidase activity 	IPR003653	Domain Ulp1 protease family, C-terminal catalytic domain	PF02902	Ulp1 protease family, C-terminal catalytic domain
OG0009405	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0009418	-1	None	None	None	None	None	None
OG0009419	-1	None	None	None	None	None	None
OG0009421	-1	None	None	None	None	None	None
OG0009424	-1	None	None	None	None	PF00702;PF00122	haloacid dehalogenase-like hydrolase;E1-E2 ATPase
OG0009425	-1	None	None	None	None	None	None
OG0009427	-1	GO:0004359;GO:0042819;GO:0042823	glutaminase activity ;vitamin B6 biosynthetic process ;pyridoxal phosphate biosynthetic process 	IPR002161	Family Pyridoxal 5'-phosphate synthase subunit PdxT/SNO	PF01174	SNO glutamine amidotransferase family
OG0009429	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0009430	-1	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0009431	-1	None	None	IPR005475;IPR033248;IPR005474	Domain Transketolase-like, pyrimidine-binding domain;Domain Transketolase, C-terminal domain;Domain Transketolase, N-terminal	PF02779;PF02780;PF00456	Transketolase, pyrimidine binding domain;Transketolase, C-terminal domain;Transketolase, thiamine diphosphate binding domain
OG0009432	-1	None	None	None	None	None	None
OG0009434	-1	None	None	IPR013149	Domain Alcohol dehydrogenase-like, C-terminal	PF00107	Zinc-binding dehydrogenase
OG0009435	-1	GO:0016787	hydrolase activity 	IPR002925	Domain Dienelactone hydrolase	PF01738	Dienelactone hydrolase family
OG0009436	-1	GO:0005576;GO:0016787	extracellular region ;hydrolase activity 	IPR010126	Family Esterase, PHB depolymerase	PF10503	Esterase PHB depolymerase
OG0009437	-1	None	None	None	None	None	None
OG0009438	-1	None	None	IPR021858	Family Fungal transcription factor	PF11951	Fungal specific transcription factor domain
OG0009439	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009440	-1	None	None	IPR046541	Domain Domain of unknown function DUF6606	PF20255	Family of unknown function (DUF6606)
OG0009441	-1	GO:0016787	hydrolase activity 	IPR006680	Domain Amidohydrolase-related	PF01979	Amidohydrolase family
OG0009442	-1	GO:0016491	oxidoreductase activity 	IPR015590	Domain Aldehyde dehydrogenase domain	PF00171	Aldehyde dehydrogenase family
OG0009454	-1	None	None	None	None	None	None
OG0009460	-1	None	None	None	None	None	None
OG0009467	-1	GO:0005524;GO:0016020;GO:0055085;GO:0140359	ATP binding ;membrane ;transmembrane transport ;ABC-type transporter activity 	IPR011527;IPR003439	Domain ABC transporter type 1, transmembrane domain;Domain ABC transporter-like, ATP-binding domain	PF00664;PF00005	ABC transporter transmembrane region;ABC transporter
OG0009505	-1	None	None	IPR000073;IPR022742	Domain Alpha/beta hydrolase fold-1;Domain Serine aminopeptidase, S33	PF12697;PF12146	Alpha/beta hydrolase family;Serine aminopeptidase, S33
OG0009508	-1	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0009509	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009510	-1	GO:0016491	oxidoreductase activity 	IPR006076	Domain FAD dependent oxidoreductase	PF01266	FAD dependent oxidoreductase
OG0009513	-1	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0009514	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR002293	Family Amino acid/polyamine transporter I	PF13520	Amino acid permease
OG0009516	-1	None	None	None	None	None	None
OG0009517	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009518	-1	None	None	None	None	None	None
OG0009519	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009520	-1	GO:0016491;GO:0051537	oxidoreductase activity ;2 iron, 2 sulfur cluster binding 	IPR006076;IPR017941	Domain FAD dependent oxidoreductase;Domain Rieske [2Fe-2S] iron-sulphur domain	PF01266;PF00355	FAD dependent oxidoreductase;Rieske [2Fe-2S] domain
OG0009521	-1	GO:0004609;GO:0008654	phosphatidylserine decarboxylase activity ;phospholipid biosynthetic process 	IPR003817	Family Phosphatidylserine decarboxylase-related	PF02666	Phosphatidylserine decarboxylase
OG0009523	-1	GO:0051118	glucan endo-1,3-alpha-glucosidase activity 	IPR005197	Family Glycoside hydrolase family 71	PF03659	Glycosyl hydrolase family 71
OG0009524	-1	GO:0004620;GO:0009395	phospholipase activity ;phospholipid catabolic process 	IPR002642	Domain Lysophospholipase, catalytic domain	PF01735	Lysophospholipase catalytic domain
OG0009525	-1	GO:0004386;GO:0005524;GO:0016887	helicase activity ;ATP binding ;ATP hydrolysis activity 	IPR003959;IPR041627;IPR041679;IPR041677	Domain ATPase, AAA-type, core;Domain CbbX, AAA lid domain;Domain DNA2/NAM7 helicase-like, C-terminal;Domain DNA2/NAM7 helicase, helicase domain	PF00004;PF17866;PF13087;PF13086	ATPase family associated with various cellular activities (AAA);AAA lid domain;AAA domain;AAA domain
OG0009526	-1	GO:0016491	oxidoreductase activity 	IPR003819	Domain TauD/TfdA-like domain	PF02668	Taurine catabolism dioxygenase TauD, TfdA family
OG0009527	-1	GO:0016491	oxidoreductase activity 	IPR000262;IPR001199	Domain FMN-dependent dehydrogenase;Domain Cytochrome b5-like heme/steroid binding domain	PF01070;PF00173	FMN-dependent dehydrogenase;Cytochrome b5-like Heme/Steroid binding domain
OG0009528	-1	GO:0004061;GO:0019441	arylformamidase activity ;tryptophan catabolic process to kynurenine 	IPR007325	Family Kynurenine formamidase/cyclase-like	PF04199	Putative cyclase
OG0009529	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0009530	-1	GO:0042720	mitochondrial inner membrane peptidase complex 	IPR024645	Family Mitochondrial export protein Som1	PF11093	Mitochondrial export protein Som1
OG0009533	-1	None	None	None	None	None	None
OG0009534	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0009536	-1	GO:0003735;GO:0005840;GO:0006412	structural constituent of ribosome ;ribosome ;translation 	IPR001705	Family Large ribosomal subunit protein bL33	PF00471	Ribosomal protein L33
OG0009537	-1	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF12697	Alpha/beta hydrolase family
OG0009538	-1	None	None	IPR013154;IPR013149	Domain Alcohol dehydrogenase-like, N-terminal;Domain Alcohol dehydrogenase-like, C-terminal	PF08240;PF00107	Alcohol dehydrogenase GroES-like domain;Zinc-binding dehydrogenase
OG0009539	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR001248	Family Purine-cytosine permease	PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin
OG0009540	-1	None	None	IPR021842	Family Protein of unknown function DUF3435	PF11917	Protein of unknown function (DUF3435)
OG0009542	-1	GO:0016787	hydrolase activity 	IPR041526	Domain DAPG hydrolase, PhiG domain	PF18089	DAPG hydrolase PhiG domain
OG0009543	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009544	-1	None	None	None	None	None	None
OG0009545	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009546	-1	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0009547	-1	GO:0016491	oxidoreductase activity 	IPR013130;IPR013121	Domain Ferric reductase transmembrane component-like domain;Domain Ferric reductase, NAD binding domain	PF01794;PF08030	Ferric reductase like transmembrane component;Ferric reductase NAD binding domain
OG0009548	-1	None	None	IPR018871	Domain GLEYA adhesin domain	PF10528	GLEYA domain
OG0009549	-1	GO:0008171	O-methyltransferase activity 	IPR001077	Domain O-methyltransferase domain	PF00891	O-methyltransferase domain
OG0009550	-1	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0009551	-1	None	None	None	None	None	None
OG0009552	-1	None	None	None	None	None	None
OG0009555	-1	None	None	None	None	None	None
OG0009559	-1	None	None	IPR013658	Domain SMP-30/Gluconolactonase/LRE-like region	PF08450	SMP-30/Gluconolactonase/LRE-like region
OG0009560	-1	GO:0000981;GO:0006355;GO:0008270;GO:0003677;GO:0006351	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding ;DNA binding ;DNA-templated transcription 	IPR001138;IPR007219	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Domain Transcription factor domain, fungi	PF00172;PF04082	Fungal Zn(2)-Cys(6) binuclear cluster domain;Fungal specific transcription factor domain 
OG0009561	-1	GO:0016829	lyase activity 	IPR002915	Family DeoC/FbaB/LacD aldolase	PF01791	DeoC/LacD family aldolase
OG0009562	-1	GO:0003676;GO:0005524	nucleic acid binding ;ATP binding 	IPR011545	Domain DEAD/DEAH box helicase domain	PF00270	DEAD/DEAH box helicase
OG0009564	-1	GO:0006725;GO:0008198;GO:0016491	N/A;ferrous iron binding ;oxidoreductase activity 	IPR004183	Domain Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B	PF02900	Catalytic LigB subunit of aromatic ring-opening dioxygenase
OG0009565	-1	GO:0016491	oxidoreductase activity 	IPR015590	Domain Aldehyde dehydrogenase domain	PF00171	Aldehyde dehydrogenase family
OG0009566	-1	None	None	IPR013087	Domain Zinc finger C2H2-type	PF00096	Zinc finger, C2H2 type
OG0009568	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138;IPR021858	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Family Fungal transcription factor	PF00172;PF11951	Fungal Zn(2)-Cys(6) binuclear cluster domain;Fungal specific transcription factor domain
OG0009569	-1	None	None	IPR004014;IPR006068	Domain Cation-transporting P-type ATPase, N-terminal;Domain Cation-transporting P-type ATPase, C-terminal	PF00690;PF00702;PF00689;PF00122;PF13246	Cation transporter/ATPase, N-terminus;haloacid dehalogenase-like hydrolase;Cation transporting ATPase, C-terminus;E1-E2 ATPase;Cation transport ATPase (P-type)
OG0009570	-1	None	None	IPR019405	Family Lactonase, 7-bladed beta propeller	PF10282	Lactonase, 7-bladed beta-propeller
OG0009575	-1	None	None	None	None	None	None
OG0009578	-1	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0009579	-1	GO:0016491	oxidoreductase activity 	IPR045518;IPR015590	Domain 2EXR domain;Domain Aldehyde dehydrogenase domain	PF20150;PF00171	2EXR family;Aldehyde dehydrogenase family
OG0009580	-1	None	None	None	None	PF13424	Tetratricopeptide repeat
OG0009583	-1	None	None	None	None	None	None
OG0009584	-1	GO:0004620;GO:0009395	phospholipase activity ;phospholipid catabolic process 	IPR002642	Domain Lysophospholipase, catalytic domain	PF01735	Lysophospholipase catalytic domain
OG0009585	-1	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0009586	-1	GO:0031221;GO:0046373;GO:0046556	arabinan metabolic process ;L-arabinose metabolic process ;alpha-L-arabinofuranosidase activity 	IPR015289;IPR007934	Domain Alpha-L-arabinofuranosidase B, catalytic;Domain Alpha-L-arabinofuranosidase B, arabinose-binding domain	PF09206;PF05270	Alpha-L-arabinofuranosidase B, catalytic;Alpha-L-arabinofuranosidase B (ABFB) domain
OG0009587	-1	None	None	None	None	None	None
OG0009588	-1	None	None	None	None	None	None
OG0009589	-1	None	None	None	None	None	None
OG0009590	-1	None	None	IPR023631	Domain Amidase signature domain	PF01425	Amidase
OG0009591	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0009592	-1	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR026891;IPR001764;IPR002772	Domain Fibronectin type III-like domain;Domain Glycoside hydrolase, family 3, N-terminal;Domain Glycoside hydrolase family 3 C-terminal domain	PF14310;PF00933;PF01915	Fibronectin type III-like domain;Glycosyl hydrolase family 3 N terminal domain;Glycosyl hydrolase family 3 C-terminal domain
OG0009593	-1	GO:0051287;GO:0050661	NAD binding ;NADP binding 	IPR029154;IPR006115	Domain 3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain;Domain 6-phosphogluconate dehydrogenase, NADP-binding	PF14833;PF03446	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase;NAD binding domain of 6-phosphogluconate dehydrogenase
OG0009594	-1	GO:0004061;GO:0019441	arylformamidase activity ;tryptophan catabolic process to kynurenine 	IPR007325	Family Kynurenine formamidase/cyclase-like	PF04199	Putative cyclase
OG0009595	-1	None	None	IPR013096	Domain Cupin 2, conserved barrel	PF07883	Cupin domain
OG0009597	-1	None	None	IPR045337;IPR045336	Domain MmgE/PrpD, C-terminal;Domain MmgE/PrpD, N-terminal	PF19305;PF03972	MmgE/PrpD C-terminal domain;MmgE/PrpD N-terminal domain
OG0009598	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
